,stars,tags,text
1122,3,Negative,"Food was outstanding very good. Bad rating because my driver gave me attitude through out our interaction but hey what ever maybe hes having a bad day at the end when he was walking away i say thank you again have a good one and he says ""yeah what ever"" like uh ok man feeling some type of way today i see.... i then come out later to go shopping and my car which was fine before ordering food when i was outside earlier has now been rummaged through... My Order was 40 bucks i tipped him 7 i guess this wasnt enough to him idk or he was just mad. But my change for parking downtown and other things are missing from my car as it was ransacked and things thrown around in haste of looking for valuables luckily not much was taken as i dont have alot of valuables in general.. Didnt know if it was him or not until further investigation i am quite sure it was. Him and the mail man were the only ones who walked onto my property that day during the time frame of my car being closed to open and rummaged through alas nothing I can do as i have no real solid proof and objects stolen are quite petty just thought id mention publicly to let people know watch out because he is still working for grubhub or delivery services including grub hub so caution. I live with my grandma and she is now super freaked out and doesnt want to ever order from delivery again as iv also had a problem with a delivery driver hitting my car with a door when he was leaving and not saying anything when i saw hin do it then having to file a police report because he denied it. Anyway food is amazing but service... wack "
1123,5,Positive,The food is amazing tasty - will order a lot -- thank you
1124,5,Positive,Great sandwiches/lots of meat..yummy
1125,5,Positive,Absolutely wonderful! Best ruban I have ever had
1126,5,Positive,"So this is a landmark Seattle sandwich shop. Seriously. If you go there in person you will have your mind blown. The problem is that moist sandwiches don’t travel well. They are freaking delicious, but don’t order the wet sandwiches, which is unfortunately most of them. When Covid is over go in person and you will get a really tasty sandwich."
1127,5,Positive,Happy that this food is available.
1128,4,Negative,Meat was piled high. Packaging can use a little more thought. AU JUS spilled in bag. Overall food met ratings online
1129,4,Negative,"The sandwiches were delicious. The potato salad was mediocre. But the part that really got me down was the baklava. It was not as cheap, not as good, and not as big as from other places. Not worth the money at all when you can get a piece twice the size and better quality for less elsewhere. "
1130,5,Positive,Makes the most delicious sandwiches in Washington State!
1131,5,Positive,A Seattle landmark! Good food
1132,4,Positive,The best sandwichs in town
1133,5,Positive,The best Reuben in town and fast too!
1134,5,Positive,"So much food, delicious!"
1135,5,Positive,The food is always delicious
1136,5,Positive,Glad to have discovered it
1137,5,Positive,"Food is great, lots of meat in the sandwich. Extra bonus with potato salad, pickle and cookie that came with my soup and half sandwich order."
1138,4,Positive,Great food.  Quick delivery.  Needs more horseradish delivered with sandwiches.  I had enough for 5 bites
1139,5,Positive,Hard to find a parking spot were they are located. It's great to have it delivered.
1140,4,Negative,"The restaurant was excellent. The Reuben sandwich really was stuffed full of meat. Yum! However, the delivery driver didn't read the special delivery instructions. Did he think I wrote them because I was bored? No, I wrote them because there are special instructions for delivering to my office. Grr!"
1141,5,Positive,Been going there for years. First time having it delivered😊
1142,5,Positive,Amazing sandwiches!! Best in Seattle!
1143,5,Positive,"Address was wrong for the hotel in the app. Otherwise, food was great, driver was awesome, and I'm satisfied with this transaction"
1144,5,Positive,"Amazing, best sandwiches in town!"
1145,5,Positive,Great place. I  have going there since 1965. And great corned beef and pastrami
1146,5,Positive,"Delicious food, large portions, I like it."
1147,5,Positive,"Everything you read about the excellence of the sandwiches at Market House Meats is true. One of the best Reuben's I've ever had. Lots of meat on the sandwich. Very tasty flavorful meat. Sides aren't much, but you go to a place like this for the great sandwiches. "
1148,5,Positive,"Food was great . The soup was a surprise. It was posole which I wasn't expecting, but a pleasant surprise."
1149,5,Positive,The pastrami sandwich was fantastic!
1150,5,Positive,"Generous portions, nice sides, still warm!"
1151,5,Positive,"I can not recommend this place enough to people. It is hands down the best sandwich shop in Seattle. The order always comes intact, tasty, and good presentation. If you want a bbq sandwich, look no further than this place. Also be warned.. they make it more New York style so expect the meat to piled on!!!"
1152,5,Positive,Love this spot - the food is always SO good!
1153,3,Negative,The food just wasn't that great.  The driver didn't have a name -so no one knew to contact me.
1154,5,Positive,Always have loved the sandwiches there.
1155,5,Positive,"This is the third time I have ordered from here, and the second time I have ordered for the office. Each time we have more people try and everyone ends up loving the food!"
1156,5,Positive,"Great food, friendly staff."
1157,5,Positive,Best damn Rueben in Seattle period the end!
1158,5,Positive,60+ years of making corned beef and pastrami sandwiches they do it right
1159,1,Negative,The food was great and the restaurant was very friendly. Grubhub needs to fire that driver though! It took him an hour and a half to deliver food 10 blocks. If I wasn't at work I could have walked there and back in a quarter of the time. The worst part is he didn't even apologize for the hold up.
1160,5,Positive,Food is good 
1161,3,Neutral,"The BBQ sandwich was great, but the brat was not a brat, it was a hot dog. Also, both sandwiches came with things that were not listed, some of which I could not eat and thus had to throw away. Be more mindful of your menu."
1162,5,Positive,One of our favorites 
1163,5,Neutral,"Lots of meat, very tasty and filling"
1164,5,Positive,The food was fantastic 
1165,1,Negative,I want a refund
1166,2,Negative,The sandwich was very dry!!!
1167,3,Negative,I order a hot pastrami dip. The dip was missing from my order.
1168,5,Positive,Hands-down the best sandwiches in Seattle.
1169,3,Negative,My sandwich was super burned :( and the delivery fee was too high for what it was
1170,2,Negative,"Overpriced and under seasoned food arrived cold, and no utensils provided luckily the hotel I was staying at provided me with some.  Delivery driver wanted me to come down and get the food instead of delivering to my door. Less than satisfactory experience."
1171,1,Negative,Food was not good
1172,5,Positive,"Really good and not what we were expecting, better!"
1173,1,Negative,"Careless, sad, and inedible. Cold food. Missing items. Wrong items. Very expensive slop. Never again. "
1174,5,Positive,Great comfort food.
1175,2,Negative,Driver never dropped off order and confirmed it delivered. Didn't want to rate the food bad as I didn't have it.
1176,1,Negative,I asked for lots of condiments and received none
1177,5,Positive,"Food was perfect! Quality ingredients, flavor and preparation. Will try again."
1178,3,Negative,Good food but they forgot the toast I ordered with my omelette and the sides of bacon with both the omelette and the potato bacon pancakes so that was disappointing
1179,5,Positive,Very good food!
1180,1,Negative,It was horrible. Will never eat there again.
1181,2,Neutral,Food was cold
1182,4,Negative,"Food was good, only complaint was the missing side order"
1183,3,Negative,The chicken strips where just OK. More than likely won’t order from here again.  
